,movie,year,imdb,metascore,votes,n_imdb
2488,Beauty and the Beast,2017,7.2,65,211523,72.0
2489,Kong: Skull Island,2017,6.7,62,211255,67.0
2490,Alien: Covenant,2017,6.4,65,204384,64.0
2491,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,200885,66.0
2492,Coco,2017,8.4,81,199075,84.0
2493,Kingsman: The Golden Circle,2017,6.8,44,191133,68.0
2494,Jumanji: Welcome to the Jungle,2017,7.0,58,185503,70.0
2495,War for the Planet of the Apes,2017,7.5,82,178686,75.0
2496,The Fate of the Furious,2017,6.7,56,164171,67.0
2497,Life,2017,6.6,54,161076,66.0
2498,Ghost in the Shell,2017,6.4,52,156451,64.0
2499,King Arthur: Legend of the Sword,2017,6.8,41,152083,68.0
2500,Murder on the Orient Express,2017,6.5,52,145577,65.0
2501,The Greatest Showman,2017,7.7,48,141202,77.0
2502,The Hitman's Bodyguard,2017,6.9,47,137993,69.0
2503,The Mummy,2017,5.5,34,136800,55.0
2504,Lady Bird,2017,7.5,94,136729,75.0
2505,Wind River,2017,7.8,73,133968,78.0
2506,Bright,2017,6.4,29,131003,64.0
2507,Atomic Blonde,2017,6.7,63,129551,67.0
2508,Mother!,2017,6.7,75,125907,67.0
2509,Valerian and the City of a Thousand Planets,2017,6.5,51,121937,65.0
2510,Call Me by Your Name,2017,8.0,93,116413,80.0
2511,Baywatch,2017,5.6,37,111607,56.0
2512,American Made,2017,7.2,65,108205,72.0
2513,Darkest Hour,2017,7.4,75,105305,74.0
2514,Transformers: The Last Knight,2017,5.2,27,103012,52.0
2515,The Lego Batman Movie,2017,7.3,75,102303,73.0
2516,"I, Tonya",2017,7.5,77,101610,75.0
2517,The Dark Tower,2017,5.7,34,93947,57.0
2518,The Big Sick,2017,7.6,86,89968,76.0
2519,The Disaster Artist,2017,7.5,76,88046,75.0
2520,Logan Lucky,2017,7.0,78,87947,70.0
2521,Power Rangers,2017,6.0,44,84017,60.0
2522,T2 Trainspotting,2017,7.2,67,83815,72.0
2523,Wonder,2017,8.0,66,82274,80.0
2524,The Boss Baby,2017,6.3,50,81601,63.0
2525,The Post,2017,7.2,83,81400,72.0
2526,Despicable Me 3,2017,6.3,49,77171,63.0
2527,Molly's Game,2017,7.5,71,74139,75.0
2528,Fifty Shades Darker,2017,4.6,33,73555,46.0
2529,Annabelle: Creation,2017,6.6,62,73439,66.0
2530,xXx: Return of Xander Cage,2017,5.2,42,71108,52.0
2531,Gifted,2017,7.6,60,70390,76.0
2532,What Happened to Monday,2017,6.9,47,68257,69.0
2533,The Foreigner,2017,7.0,55,67911,70.0
2534,The Killing of a Sacred Deer,2017,7.1,73,66759,71.0
2535,Phantom Thread,2017,7.6,90,64845,76.0
2536,The Circle,2017,5.3,43,63664,53.0
2537,Geostorm,2017,5.3,21,63257,53.0
2538,Okja,2017,7.4,75,61752,74.0
2539,Happy Death Day,2017,6.5,57,59703,65.0
2540,Death Note,2017,4.6,43,59392,46.0
2541,It Comes at Night,2017,6.2,78,59059,62.0
2542,Going in Style,2017,6.6,50,58122,66.0
2543,The Florida Project,2017,7.6,92,54812,76.0
2544,Downsizing,2017,5.7,63,54159,57.0
2545,Shot Caller,2017,7.3,59,48324,73.0
2546,Gerald's Game,2017,6.6,77,48152,66.0
2547,Cars 3,2017,6.8,59,48108,68.0
2548,American Assassin,2017,6.2,45,47203,62.0
2549,Jigsaw,2017,5.8,39,45939,58.0
2550,A Dog's Purpose,2017,7.0,43,45860,70.0
2551,The Mountain Between Us,2017,6.4,48,44919,64.0
2552,All the Money in the World,2017,6.9,72,43980,69.0
2553,The Death of Stalin,2017,7.2,88,41750,72.0
2554,Good Time,2017,7.3,80,41465,73.0
2555,The Emoji Movie,2017,3.1,12,41026,31.0
2556,You Were Never Really Here,2017,6.9,84,38464,69.0
2557,The Snowman,2017,5.1,23,38280,51.0
2558,A Ghost Story,2017,6.9,84,37774,69.0
2559,The Ritual,2017,6.3,57,37757,63.0
2560,The Beguiled,2017,6.3,77,36639,63.0
2561,The Space Between Us,2017,6.4,33,35548,64.0
2562,Daddy's Home 2,2017,6.0,30,34896,60.0
2563,Brawl in Cell Block 99,2017,7.1,79,34798,71.0
2564,The Square,2017,7.3,73,34544,73.0
2565,Battle of the Sexes,2017,6.7,73,33991,67.0
2566,Rough Night,2017,5.2,51,33760,52.0
2567,Detroit,2017,7.4,77,33467,74.0
2568,Before I Fall,2017,6.4,58,33031,64.0
2569,Pitch Perfect 3,2017,5.9,40,32943,59.0
2570,47 Metres Down,2017,5.7,52,32785,57.0
2571,Hostiles,2017,7.2,65,32583,72.0
2572,Paddington 2,2017,7.9,88,31893,79.0
2573,Only the Brave,2017,7.7,72,31748,77.0
2574,CHIPS,2017,6.0,28,31531,60.0
2575,I Don't Feel at Home in This World Anymore.,2017,7.0,75,30848,70.0
2576,Fist Fight,2017,5.6,37,30579,56.0
2577,Rings,2017,4.5,25,30560,45.0
2578,War Machine,2017,6.0,56,30337,60.0
2579,Loving Vincent,2017,7.9,62,29813,79.0
2580,Ferdinand,2017,6.7,58,29706,67.0
2581,Jungle,2017,6.7,48,29161,67.0
2582,Mudbound,2017,7.4,85,27358,74.0
2583,Flatliners,2017,5.2,27,27298,52.0
2584,To the Bone,2017,6.9,64,27207,69.0
2585,Snatched,2017,4.4,45,26830,44.0
2586,1922,2017,6.3,70,26772,63.0
2587,The Zookeeper's Wife,2017,7.0,57,26738,70.0
2588,The House,2017,5.6,30,26631,56.0
2589,Stronger,2017,7.0,76,25469,70.0
2590,Kidnap,2017,5.9,44,25132,59.0
2591,Girls Trip,2017,6.2,71,24782,62.0
2592,The Meyerowitz Stories (New and Selected),2017,7.0,79,24692,70.0
2593,A Bad Moms Christmas,2017,5.5,42,24324,55.0
2594,Suburbicon,2017,5.6,42,23679,56.0
2595,The Shack,2017,6.3,32,22620,63.0
2596,Sleepless,2017,5.6,34,22542,56.0
2597,Icarus,2017,8.0,68,22343,80.0
2598,Ingrid Goes West,2017,6.7,71,21772,67.0
2599,The Discovery,2017,6.3,54,21370,63.0
2600,The Ottoman Lieutenant,2017,6.8,26,21120,68.0
2601,"Everything, Everything",2017,6.4,52,21069,64.0
2602,Victoria & Abdul,2017,6.8,58,19764,68.0
2603,Captain Underpants: The First Epic Movie,2017,6.2,69,19291,62.0
2604,Table 19,2017,5.8,40,19278,58.0
2605,Unlocked,2017,6.2,46,19145,62.0
2606,Loveless,2017,7.7,86,18370,77.0
2607,The Wall,2017,6.2,57,17592,62.0
2608,Cargo,2017,6.3,65,17146,63.0
2609,Home Again,2017,5.7,41,17104,57.0
2610,"Roman J. Israel, Esq.",2017,6.4,58,16958,64.0
2611,The Glass Castle,2017,7.2,56,16949,72.0
2612,All Eyez on Me,2017,5.8,38,16256,58.0
